,Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Female 0 - 4,Female 5 - 11,Female 12 - 17,Female 18 - 59,Female 60,Female other,Female total,Male 0 - 4,Male 5 - 11,Male 12 - 17,Male 18 - 59,Male 60,Male other,Male total
40765,2013,Burundi,BDI,Eswatini,SWZ,0,6,11,22,0,0,39,0,7,14,31,0,0,52
39458,2013,Syrian Arab Rep.,SYR,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40508,2013,Uganda,UGA,Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44966,2014,Albania,ALB,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44745,2014,Somalia,SOM,Switzerland,CHE,208,214,141,713,57,459,1792,202,245,180,1321,30,509,2487
44354,2014,Belarus,BLR,Russian Federation,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44303,2014,Cameroon,CMR,South Africa,ZAF,0,0,0,0,0,182,182,0,0,0,0,0,343,343
42985,2014,Armenia,ARM,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44322,2014,"China, Macao SAR",MAC,South Africa,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,5,5
42342,2014,Sierra Leone,SLE,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43088,2014,Kazakhstan,KAZ,Croatia,HRV,0,5,0,0,0,0,5,0,0,0,0,0,0,0
43540,2014,Ethiopia,ETH,Lebanon,LBN,0,0,0,5,0,0,5,0,0,0,0,0,0,0
44692,2014,Colombia,COL,Switzerland,CHE,0,0,0,5,0,140,145,0,0,0,6,0,151,157
42844,2014,Chad,TCD,Germany,DEU,0,0,0,10,0,0,10,0,0,0,6,0,0,6
41404,2014,Turkey,TUR,Albania,ALB,0,0,0,0,0,0,0,5,0,0,0,0,0,5
45109,2014,Slovakia,SVK,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41784,2014,Pakistan,PAK,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42847,2014,Cameroon,CMR,Germany,DEU,5,25,14,216,18,0,278,0,25,12,217,6,0,260
42540,2014,Tajikistan,TJK,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42102,2014,Syrian Arab Rep.,SYR,Canada,CAN,17,40,19,199,108,0,383,20,27,27,174,54,0,302
41422,2014,Cote d'Ivoire,CIV,Angola,AGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41669,2014,Mauritania,MRT,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44660,2014,Ukraine,UKR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43331,2014,Chad,TCD,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43206,2014,Somalia,SOM,Indonesia,IDN,0,18,14,80,0,0,112,11,14,31,154,0,0,210
43276,2014,Somalia,SOM,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42201,2014,Nigeria,NGA,Congo,COG,0,0,0,0,0,0,0,0,0,0,5,0,0,5
42887,2014,Rep. of Korea,KOR,Germany,DEU,8,16,22,21,0,0,67,15,21,24,14,0,0,74
41596,2014,El Salvador,SLV,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44824,2014,Dem. Rep. of the Congo,COD,Togo,TGO,9,5,11,26,0,0,51,6,0,5,39,0,0,50
41745,2014,Gambia,GMB,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45141,2014,Haiti,HTI,Venezuela (Bolivarian Republic of),VEN,0,0,5,0,0,0,5,0,0,0,10,0,0,10
42643,2014,Rwanda,RWA,France,FRA,0,0,0,0,0,1512,1512,0,0,0,0,0,1321,1321
44632,2014,Niger,NER,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42807,2014,Uzbekistan,UZB,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42999,2014,Gambia,GMB,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42057,2014,Mongolia,MNG,Canada,CAN,0,0,0,12,0,0,12,0,5,0,10,0,0,15
42925,2014,Serbia and Kosovo: S/RES/1244 (1999),SRB,Germany,DEU,40,183,345,3435,670,0,4673,40,184,411,3295,691,0,4621
43359,2014,Iraq,IRQ,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42574,2014,Dem. Rep. of the Congo,COD,France,FRA,0,0,0,0,0,6434,6434,0,0,0,0,0,7293,7293
42418,2014,Chile,CHL,Ecuador,ECU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41418,2014,Congo,COG,Angola,AGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43585,2014,Somalia,SOM,Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44835,2014,Mexico,MEX,Trinidad and Tobago,TTO,0,0,0,0,0,0,0,0,0,6,0,0,0,6
44512,2014,China,CHN,Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42276,2014,Cameroon,CMR,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43355,2014,Croatia,HRV,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42809,2014,Venezuela (Bolivarian Republic of),VEN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42434,2014,Nepal,NPL,Ecuador,ECU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44255,2014,Togo,TGO,Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44237,2014,Iraq,IRQ,Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42124,2014,Angola,AGO,Central African Rep.,CAF,0,0,6,0,0,0,6,0,0,0,9,0,0,9
42111,2014,United Arab Emirates,ARE,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42329,2014,Libya,LBY,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45020,2014,United Kingdom of Great Britain and Northern Ireland,GBR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44614,2014,Rep. of Korea,KOR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44911,2014,South Sudan,SSD,Uganda,UGA,12736,21469,14080,31698,2884,0,82867,13542,22325,15597,21528,1194,0,74186
43293,2014,Afghanistan,AFG,Iran (Islamic Rep. of),IRN,1905,2499,2758,6537,555,0,14254,2004,2525,2951,6619,835,0,14934
44780,2014,Morocco,MAR,Syrian Arab Rep.,SYR,0,0,7,0,0,0,7,0,0,0,0,0,0,0
41497,2014,North Macedonia,MKD,Argentina,ARG,0,0,0,7,0,0,7,0,0,0,5,5,0,10
42246,2014,Honduras,HND,Costa Rica,CRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44537,2014,Kazakhstan,KAZ,Slovenia,SVN,0,0,0,7,0,0,7,0,5,0,5,0,0,10
45181,2014,Rwanda,RWA,Zimbabwe,ZWE,16,55,37,113,5,0,226,14,59,29,148,8,0,258
41754,2014,Hungary,HUN,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43371,2014,North Macedonia,MKD,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44431,2014,Angola,AGO,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43314,2014,Afghanistan,AFG,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44376,2014,Angola,AGO,Rwanda,RWA,0,0,0,6,0,0,6,0,0,0,0,0,0,0
42090,2014,Solomon Islands,SLB,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42770,2014,Namibia,NAM,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42151,2014,Togo,TGO,Chad,TCD,0,0,0,0,0,0,0,0,0,0,5,0,0,5
44569,2014,Burkina Faso,BFA,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43227,2014,Cameroon,CMR,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43568,2014,Pakistan,PAK,Sri Lanka,LKA,20,34,22,105,5,0,186,22,35,21,103,5,0,186
41928,2014,Syrian Arab Rep.,SYR,Bosnia and Herzegovina,BIH,0,0,5,7,0,0,12,0,0,5,8,0,0,13
42562,2014,Belarus,BLR,France,FRA,0,0,0,0,0,235,235,0,0,0,0,0,267,267
41821,2014,Burundi,BDI,Burkina Faso,BFA,0,0,0,8,0,0,8,0,0,10,10,0,0,20
41432,2014,Zambia,ZMB,Angola,AGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41467,2014,Algeria,DZA,Argentina,ARG,0,0,0,5,0,0,5,0,0,0,26,10,0,36
44659,2014,Uganda,UGA,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44219,2014,Armenia,ARM,Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42458,2014,Palestinian,PSE,Estonia,EST,0,0,0,0,0,0,0,0,0,0,5,0,0,5
43644,2014,Guinea,GIN,Mauritania,MRT,0,0,0,0,0,0,0,0,0,0,5,0,0,5
41571,2014,Dem. People's Rep. of Korea,PRK,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45113,2014,Syrian Arab Rep.,SYR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43290,2014,Zambia,ZMB,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42017,2014,Haiti,HTI,Canada,CAN,8,14,8,96,9,0,135,5,9,5,48,0,0,67
44141,2014,Iran (Islamic Rep. of),IRN,Peru,PER,0,0,0,5,0,0,5,0,0,0,5,0,0,5
47242,2015,Viet Nam,VNM,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47104,2015,Niger,NER,Ireland,IRL,0,0,0,5,0,0,5,0,0,0,0,0,0,0
47167,2015,Burkina Faso,BFA,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46196,2015,Myanmar,MMR,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47177,2015,Cameroon,CMR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45692,2015,Ghana,GHA,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,18,0,0,18
47716,2015,Cuba,CUB,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47078,2015,Hungary,HUN,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,5,0,0,5
46001,2015,Rwanda,RWA,Cameroon,CMR,51,63,61,224,11,0,410,49,95,66,226,12,0,448
47255,2015,Uruguay,URY,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45333,2015,Cambodia,KHM,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47684,2015,Afghanistan,AFG,Nepal,NPL,6,7,0,19,0,0,32,5,8,5,19,0,0,37
45568,2015,Dem. People's Rep. of Korea,PRK,Belgium,BEL,0,0,0,0,0,22,22,0,0,0,0,0,24,24
45494,2015,Turkmenistan,TKM,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47178,2015,Congo,COG,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48648,2015,Yemen,YEM,Switzerland,CHE,5,0,5,16,5,0,31,0,7,0,22,0,0,29
48460,2015,Chile,CHL,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45812,2015,Fiji,FJI,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45271,2015,Congo,COG,Argentina,ARG,0,0,0,0,0,0,0,0,0,0,5,0,0,5
45838,2015,Iraq,IRQ,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47958,2015,Afghanistan,AFG,Pakistan,PAK,53930,178779,140572,340967,18741,0,732989,58377,189436,153477,388708,37605,0,827603
47731,2015,Iran (Islamic Rep. of),IRN,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47094,2015,Rep. of Moldova,MDA,Ireland,IRL,0,5,0,46,0,0,51,0,0,5,50,0,0,55
48682,2015,Cambodia,KHM,Thailand,THA,0,0,9,25,0,0,34,5,0,5,38,0,0,48
46948,2015,Sri Lanka,LKA,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46572,2015,Dem. People's Rep. of Korea,PRK,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48437,2015,Afghanistan,AFG,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46472,2015,Sudan,SDN,France,FRA,0,0,0,0,0,523,523,0,0,0,0,0,3623,3623
48451,2015,Burkina Faso,BFA,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46136,2015,Rep. of Moldova,MDA,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48271,2015,Tunisia,TUN,Saudi Arabia,SAU,0,0,0,6,0,0,6,0,0,0,0,0,0,0
48688,2015,Iran (Islamic Rep. of),IRN,Thailand,THA,0,0,0,9,0,0,9,0,0,0,22,0,0,22
45911,2015,Syrian Arab Rep.,SYR,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48321,2015,Colombia,COL,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48585,2015,Ghana,GHA,Switzerland,CHE,0,0,0,5,0,0,5,0,0,0,10,0,0,10
47977,2015,Dominican Rep.,DOM,Panama,PAN,0,0,5,0,0,0,5,0,0,0,0,0,0,0
48180,2015,Palestinian,PSE,South Africa,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46524,2015,Bhutan,BTN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45710,2015,Nigeria,NGA,Brazil,BRA,0,0,0,14,0,0,14,0,5,0,81,0,0,86
47814,2015,Ghana,GHA,Nigeria,NGA,0,0,0,5,0,0,5,0,0,0,0,0,0,0
46049,2015,Haiti,HTI,Costa Rica,CRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47529,2015,Angola,AGO,Mexico,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46695,2015,Hungary,HUN,Germany,DEU,0,0,0,28,57,0,85,0,0,0,48,158,0,206
45443,2015,Cuba,CUB,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48508,2015,Rep. of Moldova,MDA,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45806,2015,Dominican Rep.,DOM,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47794,2015,Mali,MLI,Niger,NER,4029,9073,4219,12347,952,0,30620,4175,9016,4013,7321,867,0,25392
48568,2015,Central African Rep.,CAF,Switzerland,CHE,0,0,0,0,0,5,5,0,0,0,6,0,0,6
47389,2015,Bahrain,BHR,Lebanon,LBN,0,0,5,0,0,0,5,0,0,0,14,0,0,14
45655,2015,Burundi,BDI,Botswana,BWA,0,0,8,5,0,0,13,7,0,0,24,0,0,31
48798,2015,Sudan,SDN,Uganda,UGA,90,162,109,370,6,0,737,77,157,147,868,6,0,1255
46038,2015,Nicaragua,NIC,Colombia,COL,0,0,0,7,0,0,7,0,0,0,7,0,0,7
47568,2015,Sri Lanka,LKA,Mali,MLI,5,0,0,0,0,0,5,0,0,0,0,0,0,0
46865,2015,Uganda,UGA,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46172,2015,China,CHN,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45394,2015,Russian Federation,RUS,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45425,2015,Albania,ALB,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46231,2015,Armenia,ARM,Ecuador,ECU,0,0,0,5,0,0,5,0,0,0,0,0,0,0
48057,2015,Palestinian,PSE,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47379,2015,Eritrea,ERI,Libya,LBY,0,7,9,79,0,0,95,0,12,8,328,0,0,348
45569,2015,Kuwait,KWT,Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,7,7
47044,2015,Sudan,SDN,Indonesia,IDN,0,0,0,6,0,0,6,10,0,0,155,0,0,165
46911,2015,Mauritania,MRT,Croatia,HRV,0,0,0,0,0,0,0,0,0,0,5,0,0,5
47604,2015,Thailand,THA,Malaysia,MYS,0,0,0,16,0,0,16,0,0,0,0,0,0,0
45372,2015,Lebanon,LBN,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46803,2015,Cote d'Ivoire,CIV,Guinea-Bissau,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45602,2015,Tajikistan,TJK,Belgium,BEL,0,0,0,0,0,8,8,0,0,0,0,0,5,5
48256,2015,Somalia,SOM,Rwanda,RWA,0,0,0,0,0,0,0,0,0,5,0,0,0,5
46014,2015,Sierra Leone,SLE,Congo,COG,5,0,0,0,0,0,5,0,0,0,0,0,0,0
46982,2015,Sri Lanka,LKA,Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46627,2015,Ukraine,UKR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46792,2015,Sierra Leone,SLE,Ghana,GHA,13,0,10,34,0,0,57,6,10,5,40,0,0,61
48665,2015,Libya,LBY,Syrian Arab Rep.,SYR,0,0,0,0,0,0,0,0,5,0,0,0,0,5
48804,2015,Angola,AGO,Ukraine,UKR,0,0,0,0,0,6,6,0,0,0,0,0,23,23
47477,2015,Egypt,EGY,Latvia,LVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47592,2015,Mali,MLI,Malaysia,MYS,5,0,0,0,0,0,5,0,0,0,0,0,0,0
46229,2015,Afghanistan,AFG,Ecuador,ECU,0,0,11,29,5,0,45,0,9,7,31,7,0,54
48514,2015,Nepal,NPL,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46838,2015,Kenya,KEN,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48992,2015,Seychelles,SYC,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46649,2015,Egypt,EGY,Germany,DEU,25,42,35,147,5,0,254,33,55,41,233,20,0,382
45504,2015,Stateless,XXA,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46208,2015,Uganda,UGA,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46270,2015,Somalia,SOM,Eritrea,ERI,216,297,166,469,19,0,1167,246,291,215,535,31,0,1318
46873,2015,Nicaragua,NIC,Guatemala,GTM,0,0,0,44,6,0,50,0,0,0,44,5,0,49
51703,2016,Guinea,GIN,Nigeria,NGA,0,0,0,7,0,0,7,0,0,5,5,0,0,10
51568,2016,Cameroon,CMR,Namibia,NAM,0,6,0,0,0,0,6,0,0,0,0,0,0,0
52154,2016,Iraq,IRQ,Saudi Arabia,SAU,0,5,0,7,0,0,12,0,0,6,13,0,0,19
50638,2016,Tajikistan,TJK,Germany,DEU,6,13,5,31,6,0,61,5,12,10,55,5,0,87
50186,2016,Guatemala,GTM,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51587,2016,Algeria,DZA,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51209,2016,Palestinian,PSE,Rep. of Korea,KOR,0,0,0,5,0,0,5,0,0,0,0,0,0,0
49570,2016,Algeria,DZA,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,7,0,0,7
50057,2016,Egypt,EGY,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52065,2016,Bulgaria,BGR,South Africa,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49698,2016,Chile,CHL,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51488,2016,South Sudan,SSD,Malaysia,MYS,0,0,0,0,0,0,0,5,0,0,0,0,0,5
52276,2016,Uganda,UGA,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,5,0,0,5
52213,2016,China,CHN,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50282,2016,Haiti,HTI,France,FRA,0,0,0,0,0,1536,1536,0,0,0,0,0,1908,1908
51120,2016,Togo,TGO,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51493,2016,Burundi,BDI,Malawi,MWI,118,158,152,356,17,0,801,108,171,150,402,10,0,841
50279,2016,Guatemala,GTM,France,FRA,0,0,0,0,0,6,6,0,0,0,0,0,11,11
51379,2016,Chad,TCD,Mauritania,MRT,0,5,0,0,0,0,5,0,0,0,0,0,0,0
50414,2016,Ethiopia,ETH,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50553,2016,Eritrea,ERI,Germany,DEU,725,428,267,6339,324,0,8083,808,433,683,19814,199,0,21937
52387,2016,Kyrgyzstan,KGZ,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50718,2016,Kazakhstan,KAZ,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50837,2016,Russian Federation,RUS,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51065,2016,Honduras,HND,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52773,2016,Bosnia and Herzegovina,BIH,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51244,2016,Sudan,SDN,Liberia,LBR,5,0,0,0,0,0,5,0,0,0,0,0,0,0
52983,2016,Iran (Islamic Rep. of),IRN,Sint Maarten (Dutch part),SXM,0,0,0,0,0,0,0,0,0,5,0,0,0,5
52902,2016,Thailand,THA,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51874,2016,Nicaragua,NIC,Panama,PAN,0,0,0,53,18,0,71,0,0,0,95,7,0,102
50140,2016,Syrian Arab Rep.,SYR,Estonia,EST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49385,2016,Senegal,SEN,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52885,2016,Seychelles,SYC,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51989,2016,Central African Rep.,CAF,Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49391,2016,Syrian Arab Rep.,SYR,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52456,2016,Belarus,BLR,Switzerland,CHE,0,0,0,11,0,7,18,0,7,0,7,0,11,25
51118,2016,Turkmenistan,TKM,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51453,2016,Congo,COG,Mali,MLI,0,0,9,9,0,0,18,0,7,0,9,0,0,16
52541,2016,Yemen,YEM,Switzerland,CHE,5,8,10,34,5,95,157,0,9,11,48,5,109,182
50684,2016,Cote d'Ivoire,CIV,Guinea-Bissau,GNB,0,5,0,0,0,0,5,0,0,0,11,0,0,11
50427,2016,Cote d'Ivoire,CIV,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52269,2016,Eritrea,ERI,Sudan,SDN,3004,8970,8057,28659,3161,0,51851,3098,9426,8431,26280,4090,0,51325
51769,2016,Rwanda,RWA,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50946,2016,Ghana,GHA,Ireland,IRL,0,0,5,9,0,0,14,0,0,5,7,0,0,12
49424,2016,Algeria,DZA,Belgium,BEL,0,0,0,0,0,19,19,0,0,0,0,0,27,27
49722,2016,Ghana,GHA,Canada,CAN,0,0,0,16,0,0,16,0,0,0,26,0,0,26
49298,2016,Sierra Leone,SLE,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51892,2016,Bosnia and Herzegovina,BIH,Peru,PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51397,2016,Yemen,YEM,Mauritania,MRT,0,5,0,0,0,0,5,0,0,0,0,0,0,0
50908,2016,Eritrea,ERI,Indonesia,IDN,0,0,0,5,0,0,5,0,0,0,18,0,0,18
50060,2016,Burundi,BDI,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52239,2016,Mexico,MEX,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49211,2016,Iran (Islamic Rep. of),IRN,Armenia,ARM,5,0,0,7,0,0,12,0,0,8,12,0,0,20
52394,2016,Sri Lanka,LKA,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49567,2016,Uganda,UGA,Botswana,BWA,0,0,0,9,0,0,9,0,0,0,13,0,0,13
51835,2016,Papua New Guinea,PNG,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52153,2016,Palestinian,PSE,Saudi Arabia,SAU,0,0,0,0,0,0,0,0,0,0,5,0,0,5
52469,2016,Cuba,CUB,Switzerland,CHE,0,0,0,8,0,11,19,0,0,0,12,0,12,24
50867,2016,Serbia and Kosovo: S/RES/1244 (1999),SRB,Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52809,2016,Guinea-Bissau,GNB,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50422,2016,Guatemala,GTM,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50164,2016,Egypt,EGY,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50113,2016,Philippines,PHL,Djibouti,DJI,0,0,0,0,0,0,0,0,5,0,0,0,0,5
50196,2016,Kenya,KEN,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50848,2016,Yemen,YEM,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49341,2016,Cuba,CUB,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49111,2016,Congo,COG,Angola,AGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49958,2016,Iran (Islamic Rep. of),IRN,Cuba,CUB,0,0,0,9,0,0,9,0,0,0,18,0,0,18
49400,2016,Uzbekistan,UZB,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49705,2016,Czechia,CZE,Canada,CAN,0,5,0,7,0,0,12,0,0,0,8,0,0,8
50453,2016,Malawi,MWI,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49183,2016,Iraq,IRQ,Argentina,ARG,0,0,0,5,0,0,5,0,0,5,12,0,0,17
51515,2016,Pakistan,PAK,Morocco,MAR,0,0,0,0,0,0,0,0,0,5,0,0,0,5
51478,2016,Myanmar,MMR,Malaysia,MYS,3776,2686,1483,18031,405,0,26381,3873,2836,1990,51365,584,0,60648
52086,2016,Mali,MLI,South Africa,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50633,2016,Eswatini,SWZ,Germany,DEU,0,0,0,5,0,0,5,0,0,0,0,0,0,0
51872,2016,Liberia,LBR,Panama,PAN,0,0,0,0,0,0,0,0,0,0,5,0,0,5
52112,2016,Bosnia and Herzegovina,BIH,Russian Federation,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50940,2016,Cuba,CUB,Ireland,IRL,0,0,0,5,0,0,5,0,0,0,9,0,8,17
